Total cells,Proliferative cells,Timestep
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,1,5
1,0,6
1,0,6
1,0,6
1,0,6
1,0,6
1,0,6
1,0,6
1,0,6
1,0,6
1,0,6
1,0,6
1,0,6
1,0,6
1,0,6
2,1,6
2,1,6
1,0,6
1,0,6
1,0,6
1,0,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
2,2,6
1,1,6
2,2,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
2,2,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
2,2,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,1,6
1,0,7
1,0,7
1,0,7
1,0,7
1,0,7
1,0,7
1,0,7
1,0,7
1,0,7
1,0,7
1,0,7
1,0,7
1,0,7
1,0,7
2,1,7
2,1,7
1,0,7
1,0,7
1,0,7
1,0,7
1,1,7
1,1,7
2,2,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
2,2,7
1,1,7
2,2,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
2,2,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
2,2,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,1,7
1,0,8
1,0,8
1,0,8
2,1,8
1,0,8
1,0,8
1,0,8
1,0,8
1,0,8
1,0,8
1,0,8
1,0,8
1,0,8
1,0,8
2,1,8
2,1,8
1,0,8
1,0,8
1,0,8
1,0,8
1,1,8
1,1,8
2,2,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
2,2,8
1,1,8
2,2,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
2,2,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
2,2,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,1,8
1,0,9
1,0,9
1,0,9
2,1,9
1,0,9
1,0,9
1,0,9
1,0,9
1,0,9
1,0,9
1,0,9
1,0,9
1,0,9
1,0,9
2,1,9
2,1,9
1,0,9
1,0,9
1,0,9
1,0,9
1,1,9
1,1,9
2,2,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
2,2,9
1,1,9
2,2,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
2,2,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
2,2,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
2,2,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,1,9
1,0,10
1,0,10
1,0,10
2,1,10
1,0,10
1,0,10
1,0,10
1,0,10
1,0,10
1,0,10
1,0,10
1,0,10
1,0,10
1,0,10
2,1,10
2,1,10
1,0,10
1,0,10
1,0,10
1,0,10
1,1,10
1,1,10
2,2,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
2,2,10
1,1,10
2,2,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
2,2,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
2,2,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
2,2,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
2,2,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,1,10
1,0,11
1,0,11
1,0,11
2,1,11
1,0,11
1,0,11
1,0,11
1,0,11
1,0,11
1,0,11
1,0,11
1,0,11
1,0,11
1,0,11
2,1,11
2,1,11
1,0,11
1,0,11
1,0,11
1,0,11
1,1,11
1,1,11
2,2,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
2,2,11
1,1,11
2,2,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
2,2,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
2,2,11
1,1,11
1,1,11
1,1,11
1,1,11
2,2,11
1,1,11
2,2,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
2,2,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
1,1,11
